ID,SMILES,MolWt,SA_score,NumAtoms,Total_Energy_Ha,HOMO_eV,LUMO_eV,BandGap_eV,Absorption_nm,,,
GQD86,C1=CC2=Cc3cccc4cc5ccc6cc7cc8c9cccc%10cc%11ccc%12c%13c%14ccc%15ccccc%15c%14ccc%13c%13cc%14c%15c(cc%16c%14c%14c%13c%12c%11c(c%109)c%14c8c%16c7c7c6c5c(c34)C2C7=C1)c1cccc2cc3cccc4ccc%15c(c43)c21,1059.239,4.957,85,-132.1336504,-9.1409,-8.1069,1.033985919,1199.242637,,,
GQD87,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5ccc6ccc7c(c6c35)C=C3c5ccccc5C=C5C=c6ccccc6=C7C53)=CC(=C1)C24,628.774,4.831,50,-147.0138489,-9.0764,-7.8867,1.189714773,1042.266624,,,
GQD88,c1ccc2cc3c(ccc4cc5c6ccccc6c6ccc7c8cc9c%10c(cc%11c%12cccc%13c%14cccc%15cc%16ccc(c7c6c5cc43)c3c%16c(c%15%14)c(c%13%12)c(c%119)c83)c3cccc4cc5cccc6ccc%10c(c65)c43)cc2c1,973.146,3.583,78,-139.5580861,-9.1137,-8.0845,1.029199432,1204.819942,,,
GQD89,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5ccc7c8ccc9cccc%10c%11cccc%12ccc(c7c56)c(c%12%11)c8c9%10)C4C(=C1)C23,602.736,4.352,48,-209.1242058,-8.9509,-8.5477,0.403214787,3075.284042,,,
GQD90,C1=CC2=c3cc4ccccc4c4ccc5cc6cc7ccc8c9c(ccc8c7c7c6c(c5c34)C2C(=C1)C=7)C=C1c2ccc3c(ccc4ccccc43)c2C=C2C=c3ccccc3=C9C21,802.976,5.059,64,-125.4006915,-8.7004,-8.6665,0.033828682,36655.28559,,,
GQD91,C1=CC2=Cc3cccc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3c-5ccc4c3cc3c5cccc8cc9ccccc9c(c9cccc4c39)c85)C26)C17,714.867,5.058,57,-119.2171754,-8.9957,-8.2128,0.782912989,1583.828621,,,
GQD92,C1=CC2=c3cc4c5c(cc6ccc7ccc8ccc9cccc%10c9c8c7c6c%105)c5ccc6ccc7cc8c9c%10ccc%11ccccc%11c%10cc%10c%11cccc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,957.103,4.824,77,-108.6538041,-8.9568,-8.2565,0.700324072,1770.60885,,,
GQD93,C1=CC2=c3ccccc3=c3c4c5c(cc6c(c7ccccc7c7cc8c9cccc%10cc%11c%12c%13c%14c%15c(cc%16ccc%17ccc%18ccc%19cc%20c(c76)c8c(c%12c%109)c%14c%20c6c%19c%18c%17c%16c%156)=C6C=CC=C(C=%11)C6%13)c5c5ccccc35)=CC(=C1)C24,1021.19,5.597,82,-120.4202961,-9.295,-8.1366,1.158356918,1070.481801,,,
GQD94,c1cc2cccc3c2c(c1)c1cccc2cc4cc5c(cc4c3c21)cc1c2cccc3ccc4ccc6ccc5c1c6c4c32,550.66,2.535,44,-94.7569751,-9.2271,-7.9164,1.310760191,946.0159139,,,
GQD95,C1=CC2=CC=c3ccc4cc5cc6cc7ccc8ccc9cc%10ccc%11ccccc%11c%10cc9c8c7cc6cc5c5c4c3C2C(=C1)C=5,590.725,4.031,47,-149.1575869,-9.034,-8.0917,0.942288127,1315.945691,,,
GQD96,C1=CC2=c3ccc4cc5cc6ccccc6c6c7c8c(ccc7c7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32)C1=c2ccccc2=CC2=Cc3c(ccc4c3ccc3ccccc34)C(=C8)C21,853.036,5.137,68,-138.4122941,-9.0509,-8.1486,0.902249367,1374.342887,,,
GQD97,C1=CC2=CC=c3ccc4cc5cc6ccc7c(c6cc5c5c4c3C2C(=C1)C=5)=c1c2c3c(cccc3c3ccccc13)=CC1=CC=CC=7C12,602.736,4.976,48,-123.5243486,-8.9533,-8.1914,0.761846684,1627.624069,,,
GQD98,C1=CC2=c3ccc4ccc5c(c4c3=c3ccc4cccc6c4c3C2C(=C1)C=6)=CC1=Cc2ccccc2C2=Cc3ccccc3C=5C12,578.714,4.788,46,-109.6122405,-8.9732,-7.9259,1.047329618,1183.963462,,,
GQD99,C1=CC2=Cc3cccc4cc5ccc6c7c(cc8ccc9cc%10cc%11ccc%12c%13ccccc%13cc%13c%12c%11c%11c%10c(c9c86)=CC6=CC=CC=%13C6%11)C(=C1)C2c(c34)c57,700.84,4.946,56,-91.50182431,-9.6144,-7.5625,2.051889436,604.3210605,,,
GQD100,C1=CC2=c3ccc4cc5cc6c(ccc7ccc8cc9cc%10ccc%11c%12ccccc%12cc%12c%11c%10c%10c9c(c8c76)=CC6=CC=CC=%12C6%10)c6ccc7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32,851.02,5.254,68,-185.6445869,-8.9204,-8.5558,0.364607897,3400.913722,,,
GQD101,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c7ccc8ccc9cc%10c%11c%12ccc%13ccccc%13c%12cc%12c%13cccc%14cc%15c%16c%17c%18c%19c(cc(c65)c5c7c8c9c(c%10c%18c(c%16c%14%13)c%12%11)c%195)=C5C=CC=C(C=%15)C5%17)C4C(=C1)C23,985.157,5.908,79,-139.5552583,-8.9515,-8.1316,0.819819868,1512.527384,,,
GQD102,C1=CC2=c3cc4ccccc4c4c3c3c5c6c(c7ccccc7cc6cc3c3ccc6ccc7cc8ccccc8cc7c6c34)=CC(=C1)C25,614.747,3.991,49,-137.4374637,-9.17,-7.9943,1.175715475,1054.67694,,,
GQD103,C1=CC2=CC=CC3=CC4=Cc5c6c(cccc6cc6ccc7c(c56)=CC5=Cc6c(ccc8c6ccc6ccccc68)C6=Cc8ccccc8C=7C56)C4C(=C1)C23,692.861,5.15,55,-127.7747193,-9.0632,-8.0602,1.002991483,1236.301625,,,
GQD104,C1=CC2=c3ccc4cc5cc6c(ccc7c8ccccc8c8cc9c(ccc%10ccc%11ccccc%11c%109)cc8c76)c6ccc7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32,764.927,4.236,61,-188.9370916,-9.2434,-7.9337,1.30970263,946.7798045,,,
GQD105,C1=CC2=Cc3cccc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3ccc4c(ccc8cc9c(ccc%10ccccc%109)cc84)c3-5)C26)C17,640.785,4.911,51,-144.8285888,-8.9194,-8.0225,0.896939577,1382.478856,,,
GQD106,C1=CC2=CC=CC3=CC4=Cc5c6ccc7c(cc8cc9ccc%10c%11c(cc%12ccc7c8c%12c9%11)C7=Cc8ccccc8C8=CC=CC=%10C87)c6cc6c5c(cc5ccccc56)C4C(=C1)C23,790.965,5.383,63,-141.7497321,-9.0171,-8.1692,0.847910187,1462.419038,,,
GQD107,C1=CC2=Cc3cc4c5cc6c(ccc7ccccc76)cc5ccc4c4cc5ccc6cccc7c6c5c(c34)C2C7=C1,514.627,3.675,41,-143.7605362,-9.0998,-8.1313,0.968494481,1280.337704,,,
GQD108,c1ccc2cc3c(ccc4cc5cc6c7ccccc7c7cccc8c9ccccc9c(c5cc43)c6c78)cc2c1,502.616,2.258,40,-94.74584014,-9.0219,-8.0122,1.009712337,1228.072546,,,
GQD109,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10ccc%11c(ccc%12cc%13c%14cccc%15ccc%16ccc%17ccc(c%12%11)c%13c%17c%16c%15%14)c%10cc%10c%11cccc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,957.103,4.825,77,-138.3410011,-9.0072,-8.0906,0.916595117,1352.832867,,,
GQD110,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5ccc7c8cc9c%10cccc%11cc%12c%13c%14c%15c%16c(cc%17ccc%18ccc%19ccc%20cc%21c(c8ccc7c56)c9c(c%13c%11%10)c%15c%21c5c%20c%19c%18c%17c%165)=C5C=CC=C(C=%12)C5%14)C4C(=C1)C23,985.157,5.909,79,-149.1448759,-8.9467,-8.1442,0.802515502,1545.141492,,,
GQD111,C1=CC2=c3ccc4cc5c(ccc6cc7ccccc7cc65)cc4c3=c3ccc4cccc5c4c3C2C(=C1)C=5,490.605,3.895,39,-110.8421758,-9.6046,-7.7814,1.823240111,680.1078983,,,
GQD112,C1=CC2=CC=CC3=CC4=Cc5c6c(cc7ccccc7c6cc6cc7c8ccccc8c8cccc9c%10ccccc%10c(c56)c7c89)C4C(=C1)C23,628.774,4.351,50,-275.4899972,-8.9381,-8.6056,0.332480628,3729.540597,,,
GQD113,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5cc6ccc7cc8cc9ccc%10c%11ccccc%11cc%11c%10c9c9c8c(c7c6cc35)=CC3=CC=CC=%11C39)=CC(=C1)C24,726.878,5.097,58,-116.9296327,-8.8649,-8.3033,0.561652331,2207.771483,,,
GQD114,C1=CC2=CC=CC3=Cc4c(ccc5c4cc4c6cccc7c8cc9c%10cccc%11cc%12cccc%13ccc(c9c9cc%14c%15ccc%16c%17ccccc%17ccc%16c%15c%15ccc%16cc5c4c4c%16c%15c%14c(c89)c4c67)c(c%13%12)c%11%10)C(=C1)C23,961.135,4.673,77,-230.4317037,-8.874,-8.6465,0.227545748,5449.453619,,,
GQD115,C1=CC2=CC=CC3=Cc4ccc5cc6c7cc8c9cccc%10c%11cccc%12cc%13ccc%14c%15c%16ccc%17ccccc%17c%16ccc%15c%15cc(c7c7ccc%16cccc%17cc(c5c4C(=C1)C23)c6c7c%16%17)c8c1c%15c%14c%13c(c%12%11)c1c%109,961.135,4.681,77,-125.7212265,-9.5823,-7.8205,1.761801687,703.8249589,,,
GQD116,C1=CC2=c3cc4ccccc4c4ccc5cc6cc7cc8c9c(ccc8cc7c7c6c(c5c34)C2C(=C1)C=7)C1=Cc2ccccc2C2=c3ccccc3=CC(=C9)C12,702.856,4.936,56,-221.7968474,-8.8712,-8.5715,0.299679477,4137.754151,,,
GQD117,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cc2c3ccc4ccc6cccc7c8cccc(c2c2cc9cccc%10ccc5c(c%109)c12)c8c3c4c67,1021.19,3.702,82,-118.2447441,-9.2312,-8.0079,1.223315685,1013.638601,,,
GQD118,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1c2ccc3ccc4c(cc6ccc7cccc8c9ccccc9c4c6c78)c3c2cc2cc3cccc4ccc5c(c43)c21,,,,-105.5657514,-9.5581,-7.8824,1.675690164,739.9936018,,,
GQD119,C1=CC2=CC=CC3=Cc4cc5c(ccc6c7c8c9c%10c(ccc%11c%12ccccc%12cc(c%11%10)=C%10C=CC=C(C=7)C%109)cc8cc65)cc4C(=C1)C23,602.736,4.811,48,-125.5673243,-8.9866,-8.1416,0.845033444,1467.397544,,,
GQD120,C1=CC2=c3ccccc3=c3c4c5c(c6c(ccc7c6cc6cc8ccc9c%10c(cc%11ccc7c6c%11c8%10)C6=Cc7ccccc7C7=CC=CC=9C76)cc5c5ccccc35)=CC(=C1)C24,776.938,5.106,62,-209.1333054,-8.9326,-8.5548,0.377852419,3281.704543,,,
GQD121,C1=CC2=CC=c3ccc4cc5ccc6cc7c8cccc9c%10cc%11c%12cccc%13cc%14cccc%15ccc(c%11c%11cc%16c%17ccc%18c%19ccccc%19ccc%18c%17c%17ccc%18cc(c6c5c5c4c3C2C(=C1)C=5)c7c1c%18c%17c%16c(c%10%11)c1c89)c(c%15%14)c%13%12,1035.217,4.922,83,-191.8805591,-8.9956,-8.4963,0.499321599,2483.369441,,,
GQD122,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4cc5ccc6cc7cc8ccc9c%10ccccc%10cc%10c9c8c8c7c(c6c5cc4C(=C1)C32)=CC1=CC=CC=%10C18,851.02,5.239,68,-106.4701723,-9.0486,-8.0194,1.029164744,1204.86055,,,
GQD123,C1=CC2=c3cc4ccccc4c4ccc5cc6cc7cc8c(cc9cccc%10c9c8c8cccc9cc%11ccccc%11c%10c98)cc7c7c6c(c5c34)C2C(=C1)C=7,688.829,4.198,55,-144.5907078,-8.8676,-8.8405,0.027075327,45798.15416,,,
GQD124,C1=CC2=Cc3cccc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3cc4cc8cccc9c%10cccc%11cc%12ccccc%12c(c%11%10)c(c4cc3-5)c89)C26)C17,714.867,5.084,57,-126.6682972,-9.2482,-7.7752,1.472938683,841.8544603,,,
GQD125,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c(ccc6ccc7c8ccc9cc%10ccc%11ccc%12ccccc%12c%11c%10cc9c8ccc7c65)c41)C23,716.883,4.01,57,-139.5688266,-9.0361,-8.2041,0.832058071,1490.280598,,,
GQD126,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10ccc%11c(ccc%12ccc%13c%14cc%15c(ccc%16ccc%17ccccc%17c%16%15)cc%14ccc%13c%12%11)c%10cc%10c%11cccc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,1009.179,4.919,81,-210.022456,-8.901,-8.5153,0.385632023,3215.500597,,,
GQD127,c1ccc2c(c1)c1cccc3ccc4cc5c6ccc7c(ccc8c7cc7cccc9c%10cccc%11cccc(c%11%10)c8c79)c6ccc5c2c4c31,626.758,2.451,50,-151.1234075,-8.7368,-8.5077,0.229119152,5412.031204,,,
GQD128,C1=CC2=Cc3cccc4cc5ccc6c7ccc8c9cccc%10c%11ccccc%11c%11cccc(c8c7cc7c6c5c(c34)C2C7=C1)c%11c%109,588.709,3.797,47,-194.2474118,-8.9511,-8.543,0.40815387,3038.069932,,,
GQD129,C1=C2C=c3ccccc3=C3c4cc5cc6cccc7c8cccc9cc%10ccccc%10c(c98)c(c5cc4C=C(c4ccc5c(ccc8ccccc85)c41)C23)c67,690.845,4.04,55,-133.0434772,-9.0005,-8.09,0.910563155,1361.794614,,,
GQD130,C1=CC2=c3cc4c(ccc5ccc6c(c54)C=C4c5ccccc5C=C5C=c7ccccc7=C6C54)c4ccc5cc6cc7ccccc7c7c6c(c5c34)C2C(=C1)C=7,702.856,4.915,56,-119.2187495,-8.8547,-8.2962,0.558520396,2220.151688,,,
GQD131,C1=CC2=c3ccccc3=c3ccc4cc5c6cccc7c8ccccc8c8c9ccc%10ccccc%10c9cc(c5c5c4c3C2C(=C1)C=5)c8c76,614.747,4.008,49,-230.3509479,-8.8845,-8.5606,0.323926656,3828.027046,,,
GQD132,c1ccc2cc3c(ccc4cc5cc6c7cccc8cccc(c87)c7c8ccccc8cc(c5cc43)c67)cc2c1,502.616,2.342,40,-139.4727762,-8.8705,-8.202,0.668565697,1854.716755,,,
GQD133,c1ccc2c(c1)cc1cc3c4c5cc6c7c(cc8c9cccc%10c%11cccc%12cc%13ccc(c4c4ccc%14ccccc%14c4c3c3c4cccc%14cccc(c%144)c2c13)c1c%13c(c%12%11)c(c%109)c(c86)c51)c1cccc2cc3cccc4ccc7c(c43)c21,1047.228,3.788,84,-116.1338228,-9.6615,-7.7019,1.959538889,632.8019347,,,
GQD134,C1=CC2=c3cc4ccc5c6c(cc7c8cccc9cc%10ccc%11c%12c%13ccc%14ccccc%14c%13ccc%12c%12cc%13c%14c(cc%15c%13c%13c%12c%11c%10c(c98)c%13c7c%156)c6cccc7cc8cccc9ccc%14c(c98)c76)c6ccc7cc8c9c%10ccc%11ccccc%11c%10cc%10c%11cccc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,1453.671,6.013,117,-116.0005756,-9.0721,-8.4361,0.635931525,1949.89547,,,
GQD135,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10c(cc%11c%12cccc%13cc%14c%15c(c%16c3c3c4c5c6c7c3c8c%16c(c%15c%13%12)c%119)C2C(=C1)C=%14)c1ccccc1c1c2ccccc2c2cc3c(ccc4ccc5ccccc5c43)cc2c1%10,1009.179,4.865,81,-209.1188558,-8.9678,-8.5346,0.433129568,2862.884669,,,
GQD136,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cccc2cc3cc4ccc6c(cc7cccc8c9cccc%10cccc(c%109)c6c78)c4c4ccc5c(c21)c34,1047.228,3.755,84,-124.4689419,-8.7513,-8.1876,0.563768533,2199.484234,,,
GQD137,C1=CC2=Cc3cccc4cc5c6c(c34)C2C(=C1)c1cccc(c2cc3c4cc7c8cccc9c%10cccc%11cc%12ccc%13c%14c%15ccc%16ccccc%16c%15ccc%14c%14cc(c4c4ccc%15cccc%16cc(c25)c3c4c%15%16)c7c2c%14c%13c%12c(c%11%10)c2c98)c16,1059.239,4.884,85,-199.5241091,-8.948,-8.5858,0.362218713,3423.346049,,,
GQD138,C1=CC2=c3ccc4cc5cc6cc7c(cc6c6ccc8cc(c3c4c8c56)C3=Cc4ccccc4C(=C1)C32)c1cc2c3ccccc3ccc2c2c3ccccc3c3cccc7c3c12,788.949,4.297,63,-117.9724211,-8.9114,-8.1653,0.746084374,1662.010415,,,
GQD139,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c7c(ccc56)C5=c6ccccc6=CC6=Cc8ccccc8C(=C7)C65)C4C(=C1)C23,592.741,5.018,47,-186.7869999,-9.274,-8.1185,1.155557937,1073.074712,,,
GQD140,C1=C2C=c3cc4cc5c6cc7c8cccc9c%10cccc%11cc%12ccc%13c%14c%15ccc%16ccccc%16c%15ccc%14c%14cc(c6c6ccc%15cccc%16cc(c4cc3=C3c4ccccc4C=C(c4ccccc41)C23)c5c6c%15%16)c7c1c%14c%13c%12c(c%11%10)c1c98,1061.255,4.924,85,-139.5732417,-8.9408,-8.1532,0.7876673,1574.26873,,,
GQD141,C1=CC2=c3c4c(cc5ccc6c7ccccc7cc7cc(c8c9ccccc9c9cc%10c(ccc%11ccc%12ccccc%12c%11%10)cc9c38)c4c5c76)C3=Cc4ccccc4C(=C1)C32,764.927,4.25,61,-225.8174163,-8.6078,-8.5699,0.037883974,32731.51861,,,
GQD142,C1=CC2=Cc3cc4c5c6c7c(cccc7c4c4cc7ccc8cccc9c8c7c(c34)C2C9=C1)=CC1=CC=CC(=c2ccccc2=5)C16,576.698,4.82,46,-122.5745707,-9.3248,-7.8256,1.499159328,827.1302301,,,
GQD143,C1=CC2=c3ccccc3=c3ccc4c5c3C2C(=C1)C=c5cc1c4cc2c3ccccc3c3cccc4c5ccccc5c1c2c34,564.687,3.923,45,-144.7943553,-8.9217,-7.9394,0.982318583,1262.319599,,,
GQD144,C1=CC2=c3ccc4cc5cc6ccc7c(ccc8ccc9cc%10ccccc%10cc9c87)c6c6ccc7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32,664.807,4.075,53,-135.2394276,-9.0251,-7.9036,1.12148933,1105.672579,,,
GQD145,C1=CC2=CC=c3ccc4cc5cc6c(cc7ccc8c9c(cc%10c%11cccc%12c%13cccc%14cc%15ccc%16c%17c%18ccc%19ccccc%19c%18ccc%17c%17cc9c%10c9c%17c%16c%15c(c%14%13)c9c%12%11)c9cccc%10cc6c7c8c%109)cc5c5c4c3C2C(=C1)C=5,1035.217,4.933,83,-135.1018144,-9.0999,-7.9318,1.168118078,1061.53652,,,
GQD146,C1=CC2=c3ccc4cc5cc6ccc7c8ccccc8c8cc9ccccc9cc8c7c6c6ccc7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32,664.807,4.037,53,-185.6259461,-8.9072,-8.5918,0.315423921,3931.217379,,,
GQD147,c1ccc2c(c1)cc1c3c(cc4c5cccc6cccc(c65)c2c41)cc1c2cccc4ccc5ccc6ccc3c1c6c5c42,550.66,2.514,44,-128.8039375,-9.2042,-7.7915,1.412662231,877.7752904,,,
GQD148,C1=CC2=CC=c3ccc4cc5cc6c(ccc7c6ccc6c7cc7ccc8cccc9c%10ccccc%10c6c7c89)cc5c5c4c3C2C(=C1)C=5,614.747,4.04,49,-194.2233718,-9.2322,-7.8789,1.353316973,916.2672343,,,
GQD149,C1=CC2=c3ccccc3=c3ccc4c5c3C2C(=C1)C=c5cc1c4ccc2c1ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cccc2cc3cccc4ccc5c(c43)c21,1035.217,4.923,83,-92.55321519,-9.0353,-8.06,0.975361428,1271.323598,,,
GQD150,C1=CC2=c3ccc4c(cc5cccc6c5c4c4cccc5cc7ccccc7c6c54)c3=c3c4c5c(cccc5c5ccccc35)=CC(=C1)C24,614.747,4.012,49,-143.6594371,-8.8223,-8.2992,0.523049779,2370.711259,,,
GQD151,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11c%12ccc%13c%14cccc%15ccc%16cc%17c%18ccccc%18ccc%17c(c%16c%15%14)c%13c%12c(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cccc2cc3cccc4ccc5c(c43)c21,,,,-129.5431545,-9.3094,-7.8527,1.456724593,851.2247311,,,
GQD152,C1=CC2=Cc3cc4c5ccc6c(cc7c8cccc9cc%10c%11c%12c%13c%14c(cc%15ccc%16ccc%17ccc%18cc%19c6c7c(c%11c98)c%13c%19c6c%18c%17c%16c%15c%146)=C6C=CC=C(C=%10)C6%12)c5ccc4c4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3ccccc3-5)C26)C17,1121.31,6.507,90,-147.0035123,-9.0579,-7.9635,1.09435183,1133.090809,,,
GQD153,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c(ccc6c5cc5cccc7c8cccc9cccc(c98)c6c57)c41)C23,590.725,3.807,47,-120.4231656,-9.2753,-8.197,1.078347532,1149.907579,,,
GQD154,C1=CC2=Cc3cccc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3cc4c(cc3-5)c3ccc5cc8c9c%10ccc%11ccccc%11c%10cc%10c%11cccc%12cc%13c%14c%15c%16c%17c(cc%18ccc4c4c%18c%17c(c5c34)c8c%16c(c%14c%12%11)c%109)=C3C=CC=C(C=%13)C3%15)C26)C17,1121.31,6.498,90,-104.3477608,-9.1644,-7.9576,1.206766805,1027.539036,,,
GQD155,C1=CC2=c3c(ccc4c5c(ccc34)C3=Cc4ccccc4C4=c6ccccc6=CC(=C5)C34)=c3ccc4cccc5c4c3C2C(=C1)C=5,578.714,4.777,46,-184.6132371,-9.0099,-8.0656,0.944328081,1313.102962,,,
GQD156,C1=CC2=Cc3cc4c5cc6ccccc6c6c5c5c(c4c4c7c8c9c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3ccccc3-7)C28)C19)=CC=C1C=CC=C(C=6)C15,702.856,5.764,56,-108.6541792,-9.2642,-7.966,1.298288159,955.1038353,,,
GQD157,C1=CC2=CC=CC3=CC4=Cc5c6cc7c(cc6cc6c5c(cc5ccccc56)C4C(=C1)C23)C1=Cc2ccccc2C2=c3ccccc3=CC(=C7)C12,642.801,5.097,51,-230.4285882,-8.9637,-8.5861,0.377578065,3284.08908,,,
GQD158,C1=C2C=c3ccccc3=C3c4ccc5ccc6cc7ccc8ccccc8c7cc6c5c4C=C(c4ccccc41)C23,516.643,3.681,41,-158.3199754,-8.5423,-8.516,0.026363944,47033.93392,,,
GQD159,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5cc7cc8cc9c(ccc%10ccccc%109)cc8cc7cc56)C4C(=C1)C23,554.692,4.298,44,-139.5543487,-8.9992,-8.1566,0.842560627,1471.704184,,,
GQD160,C1=CC2=c3c(ccc4cc5c6cccc7ccc8cc9c%10ccccc%10ccc9c(c5cc34)c8c76)=c3ccc4cccc5c4c3C2C(=C1)C=5,614.747,4.07,49,-123.5296971,-9.0098,-8.1801,0.829650124,1494.605936,,,
GQD161,C1=CC2=CC=CC3=Cc4c(ccc5c4ccc4c6cccc7c6c6c(c54)=c4ccccc4=C4C=CC=C(C=7)C46)C(=C1)C23,528.654,4.79,42,-275.503445,-8.9454,-8.5388,0.406608432,3049.617033,,,
GQD162,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10ccc%11ccccc%11c%10cc%10c%11c%12ccc%13c(c%12cc%12cc%14c%15c(c%16c3c3c4c5c6c7c3c8c%16c(c%15c%12%11)c%109)C2C(=C1)C=%14)=C1c2ccccc2C=C2c3ccc4c(ccc5ccccc54)c3C=C(C=%13)C21,1097.288,5.812,88,-125.7226637,-9.5963,-7.8044,1.7919329,691.9901967,,,
GQD163,C1=CC2=c3cc4cc5c(cc4cc3=c3ccc4cccc6c4c3C2C(=C1)C=6)C=C1C=c2ccccc2=C2c3ccccc3C=C5C12,578.714,4.812,46,-125.733338,-9.7442,-7.6278,2.116460639,585.8837992,,,
GQD164,C1=CC2=CC=c3ccc4cc5cc6ccc7c8cccc9c%10ccccc%10c%10cccc(c7c6cc5c5c4c3C2C(=C1)C=5)c%10c98,564.687,3.93,45,-119.2151496,-8.954,-8.2147,0.739296317,1677.270631,,,
GQD165,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5cc7c(cc56)=CC5=Cc6ccccc6C6=Cc8ccccc8C=7C56)C4C(=C1)C23,592.741,5.081,47,-185.4506319,-8.7718,-8.7565,0.015323757,80920.10334,,,
GQD166,C1=CC2=CC=c3ccc4cc5cc6c7cc8ccccc8cc7c7ccccc7c6cc5c5c4c3C2C(=C1)C=5,490.605,3.806,39,-208.9501297,-8.5583,-8.4937,0.064571966,19203.37999,,,
GQD167,C1=C2C=c3c(ccc4c3c3c5ccccc5ccc3c3c5ccc6cc7cccc8c9cccc%10c%11cc%12c%13cccc%14cc%15cccc%16ccc(c%12c%12cc(c43)c3c5c6c(c78)c(c9%10)c3c%11%12)c(c%16%15)c%14%13)=C3c4ccccc4C=C(c4ccccc41)C23,,,,-197.1362976,-8.8195,-8.7493,0.070213792,17660.34798,,,
GQD168,C1=CC2=c3cc4c(ccc5ccc6c(c54)=C4c5ccccc5C=C5c7ccc8c(ccc9ccccc98)c7C=C(C=6)C54)c4ccc5cc6cc7ccccc7c7c6c(c5c34)C2C(=C1)C=7,802.976,5.068,64,-186.7888252,-9.0972,-8.167,0.930171695,1333.087221,,,
GQD169,c1ccc2c(c1)cc1cccc3c4cc5cc6ccc7c(cc8ccc9cccc%10c%11ccccc%11c7c8c9%10)c6cc5c5cccc(c54)c2c13,626.758,2.675,50,-199.5274784,-8.8939,-8.648,0.245923006,5042.228542,,,
GQD170,C1=CC2=c3ccc4cc5cc6ccccc6c6c7ccc8c9ccc%10c(c9ccc8c7c7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32)C=C1C=c2ccccc2=C2c3ccccc3C=C%10C12,853.036,5.115,68,-186.8151815,-9.3221,-7.87,1.452124426,853.9213154,,,
GQD171,C1=CC2=c3cc4ccccc4c4ccc5cc6cc7cc8c(cc9cc%10cccc%11ccc%12c%13c(cc%14c%15cccc%16c%17cccc%18cc%19ccc%20c%21c%22ccc%23ccccc%23c%22ccc%21c%21cc%13c%14c%13c%21c%20c%19c(c%18%17)c%13c%16%15)c8c9c%12c%11%10)cc7c7c6c(c5c34)C2C(=C1)C=7,1159.359,5.26,93,-230.4230989,-8.9119,-8.532,0.379954896,3263.54526,,,
